#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Feb 13 19:04:59 EST 2019,19,19,Assignment2Suite,EfficiencyTest1+ EmptyTest0+ FindMinMaxTest0+ HeightTest+ SizeTest1+ , ,ContainsTest0- ContainsTest1- EmptyTest1- FindMinMaxTest1- FindMinMaxTest2- InsertAfterRemoveTest0- InsertAfterRemoveTest1- InsertAfterRemoveTest2- InsertTest0- InsertTest1- InsertTest2- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4- RemoveTest5- RemoveTest6- RemoveTest7- SizeTest0- SizeTest2- , ,
1,Wed Feb 13 19:07:02 EST 2019,19,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
2,Wed Feb 13 19:07:59 EST 2019,19,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
3,Wed Feb 13 19:09:18 EST 2019,19,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
4,Wed Feb 13 19:11:03 EST 2019,19,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
1,Wed Feb 13 19:12:33 EST 2019,19,0,EmptyTestSuite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
2,Wed Feb 13 19:17:08 EST 2019,34,15,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0+ InsertTest1+ InsertTest2+ SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest- InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
3,Wed Feb 13 19:17:23 EST 2019,34,0,FindMinMaxTestSuite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
5,Wed Feb 13 19:20:54 EST 2019,19,0,RemoveTestSuite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
2,Wed Feb 13 19:26:15 EST 2019,19,0,EmptyTestSuite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
3,Wed Feb 13 19:38:28 EST 2019,34,15,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0+ InsertTest1+ InsertTest2+ SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest- InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
2,Wed Feb 13 19:40:49 EST 2019,19,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest2 , ,
3,Wed Feb 13 19:48:05 EST 2019,38,19,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0+ InsertTest1+ InsertTest2+ SizeTest0+ SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest- InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
4,Wed Feb 13 20:57:58 EST 2019,38,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
5,Wed Feb 13 21:42:04 EST 2019,38,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest2 , ,
6,Wed Feb 13 21:45:59 EST 2019,57,19,Assignment2Suite,ContainsTest0+ EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0+ RemoveTest1+ RemoveTest4+ RemoveTest5+ SizeTest0 SizeTest1 , ,ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest3 RemoveTest6 RemoveTest7 SizeTest2 , ,
7,Wed Feb 13 21:46:20 EST 2019,57,0,InsertAfterRemoveTestSuite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest4 RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest3 RemoveTest6 RemoveTest7 SizeTest2 , ,
8,Wed Feb 13 21:46:59 EST 2019,61,4,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3+ RemoveTest4 RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest6 RemoveTest7 SizeTest2 , ,
9,Wed Feb 13 21:48:44 EST 2019,57,-4,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest4 RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest3- RemoveTest6 RemoveTest7 SizeTest2 , ,
10,Wed Feb 13 21:48:54 EST 2019,57,0,SizeTestSuite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest4 RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest3 RemoveTest6 RemoveTest7 SizeTest2 , ,
11,Wed Feb 13 21:58:38 EST 2019,57,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest4 RemoveTest5 SizeTest0 SizeTest1 , ,ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 RemoveTest2 RemoveTest3 RemoveTest6 RemoveTest7 SizeTest2 , ,
