#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Jan 28 11:53:11 EST 2019,52,52,Assignment1Suite,ClearTest1+ GetTest0+ GetTest1+ InsertTest2+ InsertTest3+ SizeTest0+ SizeTest1+ SizeTest2+ SizeTest3+ , ,ClearTest0- EverythingTest0- InsertTest0- InsertTest1- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- , ,
1,Mon Jan 28 11:59:17 EST 2019,52,0,Assignment1Suite,ClearTest1 GetTest0 GetTest1 InsertTest2 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 InsertTest0 InsertTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
2,Mon Jan 28 12:03:13 EST 2019,52,0,Assignment1Suite,ClearTest1 GetTest0 GetTest1 InsertTest2 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 InsertTest0 InsertTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
3,Mon Jan 28 12:05:23 EST 2019,52,0,Assignment1Suite,ClearTest1 GetTest0 GetTest1 InsertTest2 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 InsertTest0 InsertTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
4,Mon Jan 28 13:28:33 EST 2019,52,0,Assignment1Suite,ClearTest1 GetTest0 GetTest1 InsertTest2 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 InsertTest0 InsertTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
5,Mon Jan 28 15:08:15 EST 2019,47,-5,Assignment1Suite,GetTest0 GetTest1 InsertTest2 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 ClearTest1- EverythingTest0 InsertTest0 InsertTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
6,Mon Jan 28 15:08:38 EST 2019,52,5,Assignment1Suite,ClearTest1+ GetTest0 GetTest1 InsertTest2 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 InsertTest0 InsertTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
7,Mon Jan 28 15:09:15 EST 2019,52,0,Assignment1Suite,ClearTest1 GetTest0 GetTest1 InsertTest2 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 InsertTest0 InsertTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
8,Mon Jan 28 15:19:43 EST 2019,100,48,Assignment1Suite,ClearTest0+ ClearTest1 EverythingTest0+ GetTest0 GetTest1 InsertTest0+ InsertTest1+ InsertTest2 InsertTest3 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
9,Mon Jan 28 15:28:39 EST 2019,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
